pid,label,site_name,occupied,collection_number,material,description,motifs,teeth,fragmentation,context_type,gender,age,placement,length (cm),width (cm),order,layout,collection,thumbnail,full,manifest
201,Rochester Junction,Rochester Junction,1670-1687,RMSC 308/29,bone,214. Comb in andouiller incomplete. The rectangular handle is not decorated. The remaining part is 7.7 cm long and 3.6 cm wide. It comes from the seneca site Rochester Junction 1670-1687 AD. J.-C. (RMSC 308/29,none;,,incomplete,unk,,,,7.7,3.6,200,qatar_item,combs,"/img/derivatives/iiif/images/201/full/250,/0/default.jpg","/img/derivatives/iiif/images/201/full/1140,/0/default.jpg",/img/derivatives/iiif/201/manifest.json
202,Rochester Junction,Rochester Junction,1670-1687,RMSC 627/29,bone,215. Incomplete comb in andouiller. It has a minimum of 15 teeth. Its rectangular handle is not decorated. It has an oval perforation in the top center. It is 12.7 cm long and 4.1 cm wide. Its teeth form 32% of its total length. It comes from the seneca site Rochester Junction 1670-1690 AD. J.-C. (RMSC 627/29,none;,15,incomplete,unk,,,,12.7,4.1,201,qatar_item,combs,"/img/derivatives/iiif/images/202/full/250,/0/default.jpg","/img/derivatives/iiif/images/202/full/1140,/0/default.jpg",/img/derivatives/iiif/202/manifest.json
203,Rochester Junction,Rochester Junction,1670-1687,RMSC 626/29,bone,229. Incomplete comb. Its handle is carved. There are two human figurines face to face but not quite symmetrical separated by an upright. The figure on the left holds a stick to his left while the figurine on the right has his hand on his hip. He had 19 teeth that form 33% of his height. [I is 10.3 cm long and 4.9 cm wide. It comes from the Seneca Rochester Junction site dating from 1670-1690 AD. J.-C. (RMSC 626/29,human; dual; column;,19,incomplete,unk,,,,10.3,4.9,202,qatar_item,combs,"/img/derivatives/iiif/images/203/full/250,/0/default.jpg","/img/derivatives/iiif/images/203/full/1140,/0/default.jpg",/img/derivatives/iiif/203/manifest.json
204,Rochester Junction,Rochester Junction,1670-1687,RMSC 160/29,bone,230. Incomplete comb whose carved handle depicts two Europeans in an arch separated by a stud. It has 14 teeth left which form 35% of its total height. It has a length of 11.1 cm its width is incomplete. It comes from the Site of Rochester Junction a Seneca site dating from 1670-1690 AD.C. (RMSC 160/29,human; dual; european; arbor; column; symmetrical,14,incomplete,unk,,,,11.1,,203,qatar_item,combs,"/img/derivatives/iiif/images/204/full/250,/0/default.jpg","/img/derivatives/iiif/images/204/full/1140,/0/default.jpg",/img/derivatives/iiif/204/manifest.json
205,Rochester Junction,Rochester Junction,1670-1687,RMSC AR 27963,bone,231. Incomplete comb. Its handle is carved and depicts a woman breastfeeding a child. The woman wears a load on her head and her skirt is decorated with fine punctuations. This comb had 17 teeth all broken. It has a residual length of 4.4 cm and a width of 3.5 cm. It comes from the site of Rochester Junction a Seneca village dating from 1670 to 1690 AD. J.-C. (RMSC AR 27963,human; woman; child; single;,17,incomplete,unk,,,,4.4,3.5,204,qatar_item,combs,"/img/derivatives/iiif/images/205/full/250,/0/default.jpg","/img/derivatives/iiif/images/205/full/1140,/0/default.jpg",/img/derivatives/iiif/205/manifest.json
206,Rochester Junction,Rochester Junction,1670-1687,RMSC AR 18462,bone,232. Incomplete and damaged comb in andouiller. Its handle has a rounded shape and a face is incised in its top. Two perforations are visible under the face. 11 had more than 10 teeth that form 28% of its total length It measures 9.5 cm in length and 3.4 cm in width. It comes from a cemetery (burial #$1) at the site of Rochester Junction a Seneca village dating from 1670 to 1690 AD (RMSC AR 18462,human; single;,10,incomplete,funerary,,,,9.5,3.4,205,qatar_item,combs,"/img/derivatives/iiif/images/206/full/250,/0/default.jpg","/img/derivatives/iiif/images/206/full/1140,/0/default.jpg",/img/derivatives/iiif/206/manifest.json
207,Rochester Junction,Rochester Junction,1670-1687,RMSC 637/29,bone,240. Almost complete comb two of its 21 teeth are broken. Its carved handle depicts two human beings holding guns and a child on the back of a dog in the center. It measures 10 cm in length and 6.2 cm in width. Its teeth account for 35% of its total length. It comes from the site of Rochester Junction a Seneca village dating from 1670 to 1690 AD. J.-C. where he was found in the double burial of a man and a teenager. (RMSC 637/29). (Wray 1963: 43,human; dual; rifle; child; dog;,21,complete,funerary,male; unk;,adult; adolescent;,,10,6.2,206,qatar_item,combs,"/img/derivatives/iiif/images/207/full/250,/0/default.jpg","/img/derivatives/iiif/images/207/full/1140,/0/default.jpg",/img/derivatives/iiif/207/manifest.json
208,Rochester Junction,Rochester Junction,1670-1687,RMSC 440/29,bone,263. Complete comb whose carved handle depicts a human being possibly European wearing a cap in the position of eagle with outstretched wings and holding a stick in each hand It has a length of 8.8 cm and a width of 4.4 cm. Its 19 teeth form 38% of its total height. It comes from the upset burial of a woman (#53) at the Seneca Rochester Junction site dating from 1670-1690 AD. J.-C. (RMSC 440/29). (Wray 1963: 41,human; european; single; hat; hocker; symmetrical;,19,complete,funerary,female,adult,,8.8,4.4,207,qatar_item,combs,"/img/derivatives/iiif/images/208/full/250,/0/default.jpg","/img/derivatives/iiif/images/208/full/1140,/0/default.jpg",/img/derivatives/iiif/208/manifest.json
209,Rochester Junction,Rochester Junction,1670-1687,RMSC 674/29,bone,271. Incomplete comb whose handle is carved to represent two snipe facing each other and whose beaks form a stud separating them. The comb originally had 20 teeth all of which are now very damaged. It is about 7.6 cm long and 4.5 cm wide. The comb was found in a multiple burial (#92) containing the upset remains of two Senecas women and a young child at the Rochester Junction site dating from 1670-1690 AD. J.-C. (RMSC 674/29) (Wray 1963: 43,bird; snipe; dual; symmetrical; column;,20,incomplete,funerary,female; female; unk;,adult; adult; child;,,7.6,4.5,208,qatar_item,combs,"/img/derivatives/iiif/images/209/full/250,/0/default.jpg","/img/derivatives/iiif/images/209/full/1140,/0/default.jpg",/img/derivatives/iiif/209/manifest.json
210,Rochester Junction,Rochester Junction,1670-1687,RMSC 5002/29,bone,282. Incomplete comb. Its carved handle depicts two swans facing each other but their heads are inverted backwards. Their eyes are underlined by punctuation and there are incisions on the base. It is about 8.7 cm long and 4.1 cm wide. Its 16 teeth form 41% of its total length. It was found at the site of Rochester Junction a Seneca site dated to 1670-1690 AD. (RMSC 5002/29,bird; dual; symmetrical;,16,incomplete,unk,,,,8.7,4.1,209,qatar_item,combs,"/img/derivatives/iiif/images/210/full/250,/0/default.jpg","/img/derivatives/iiif/images/210/full/1140,/0/default.jpg",/img/derivatives/iiif/210/manifest.json
211,Rochester Junction,Rochester Junction,1670-1687,RMSC 6265/29,bone,306. Incomplete comb. The effigy handle is carved to form two mammiferes probably bears or cougars who face each other. The eyes of animals are black perhaps painted. His 18 teeth are all broken. Its residual length is 6.2 cm and its width is about 4 cm. It was found at the seneca site of Rochester Junction dated from 1670 to 1690 AD. J.-C. (RMSC 6265/29,mammal; bear; panther; dual; symmetrical;,18,incomplete,unk,,,,6.2,4,210,qatar_item,combs,"/img/derivatives/iiif/images/211/full/250,/0/default.jpg","/img/derivatives/iiif/images/211/full/1140,/0/default.jpg",/img/derivatives/iiif/211/manifest.json
212,Rochester Junction,Rochester Junction,1670-1687,RMSC 696/29,bone,307. Incomplete comb in andouiller. The carved handle represents them mammiferes face to face separated by a stud. It must have had more than 17 teeth and a width of about 4.9 cm. It comes from the seneca Site Rochester Junction dating from 1670-1690 AD. J.-C. (RMSC 696/29,mammal; dual; column; symmetrical;,17,incomplete,unk,,,,,4.9,211,qatar_item,combs,"/img/derivatives/iiif/images/212/full/250,/0/default.jpg","/img/derivatives/iiif/images/212/full/1140,/0/default.jpg",/img/derivatives/iiif/212/manifest.json
213,Rochester Junction,Rochester Junction,1670-1687,RMSC AR 18464,bone,308. Almost complete comb whose effigy handle depicts two mammiferes facing each other separated by a stud. The eyes of the animals are incised and also probably the base. It has a length xxxix of about 11.1 cm and a width of 5.1 cm. Its 21 teeth form 30% of the total length of the comb. It comes from Rochester Junction a Seneca site dating from 1670-1690 AD. J.-C. (RMSC AR 18464,mammal; dual; column; symmetrical;,21,complete,unk,,,,11.1,5.1,212,qatar_item,combs,"/img/derivatives/iiif/images/213/full/250,/0/default.jpg","/img/derivatives/iiif/images/213/full/1140,/0/default.jpg",/img/derivatives/iiif/213/manifest.json
214,Rochester Junction,Rochester Junction,1670-1687,RMSC AR 27964,bone,309. Incomplete comb whose carved handle depicts two mammiferes facing each other (only one remains however). His 19 teeth are all broken. Its residual length is 6.5 cm and its width is about 3.7 cm. This comb comes from the seneca site Rochester Junction dated 1670-1690 AD. J.-C. (RMSC AR 27964,mammal; dual; symmetrical;,19,incomplete,unk,,,,6.5,3.7,213,qatar_item,combs,"/img/derivatives/iiif/images/214/full/250,/0/default.jpg","/img/derivatives/iiif/images/214/full/1140,/0/default.jpg",/img/derivatives/iiif/214/manifest.json
215,Rochester Junction,Rochester Junction,1670-1687,RMSC 500 1/29,bone,316. Full comb. The top of the handle is carved into two indeterminate animals turning their backs. The base is perforated with five holes following a semicircle. The base is also incised with a horizontal line. It has a length of 11.8 cm and a width of 7.1 cm. Its 15 teeth account for 39% of the total length of the comb. It comes from the Seneca Site Rochester Junction dating from 1670-1690 AD (RMSC 500 1/29,mammal; dual; symmetrical;,15,complete,unk,,,,11.8,7.1,214,qatar_item,combs,"/img/derivatives/iiif/images/215/full/250,/0/default.jpg","/img/derivatives/iiif/images/215/full/1140,/0/default.jpg",/img/derivatives/iiif/215/manifest.json
216,Rochester Junction,Rochester Junction,1670-1687,RMSC 207/29,bone,320. Incomplete comb in andouiller. Its handle is carved with two beavers facing each other separated by a large stud which is perforated near its base. All his teeth are broken. It has a residual length of about 8.7 cm and a residual width of about 3.7 cm. It comes from the Seneca site of Rochester Junction dated from 1670 to 1690 AD. J.-C. (RMSC 207/29,mammal; dual; column; symmetrical;,,incomplete,unk,,,,8.7,3.7,215,qatar_item,combs,"/img/derivatives/iiif/images/216/full/250,/0/default.jpg","/img/derivatives/iiif/images/216/full/1140,/0/default.jpg",/img/derivatives/iiif/216/manifest.json
217,Rochester Junction,Rochester Junction,1670-1687,RMSC AR 18463,bone,321. Complete comb whose handle is carved to represent two otters facing each other separated by a double pillar. It has 16 teeth that make up 38% of its total height. This comb is 10.8 cm long and 4.9 cm wide. It comes from the Seneca site of Rochester Junction dating from 1670-1690 AD.C. (RMSC AR 18463,mammal; dual; column; symmetrical;,16,complete,unk,,,,10.8,4.9,216,qatar_item,combs,"/img/derivatives/iiif/images/217/full/250,/0/default.jpg","/img/derivatives/iiif/images/217/full/1140,/0/default.jpg",/img/derivatives/iiif/217/manifest.json
218,Rochester Junction,Rochester Junction,1670-1687,RMSC 15128/29,bone,331. Incomplete comb broken in two. There is an effigy of an indeterminate animal on its handle there must have been two mirrored. The head of the animal is turned outwards. He currently has 12 teeth he must have had double. They are all broken. It has a residual length of 5.5 cm and a residual width of 3.4 cm. It comes from the seneca site of Rochester Junction dating from 1670-1690 AD. J.-C. (RMSC 15128/29,mammal; dual; symmetrical;,12,incomplete,unk,,,,5.5,3.4,217,qatar_item,combs,"/img/derivatives/iiif/images/218/full/250,/0/default.jpg","/img/derivatives/iiif/images/218/full/1140,/0/default.jpg",/img/derivatives/iiif/218/manifest.json
219,Rochester Junction,Rochester Junction,1670-1687,RMSC 486/29,bone,335. Complete comb whose carved handle depicts an indeterminate animal but possibly a deer. It has 16 teeth that make up about 40% of its total length. It measures about 7cm in height and 5 cm in width. It comes from the Rochester Junction site where it was found near the head of the deceased (burial #62). This site dates from 1670-1690 AD (RMSC 486/29). (Wray  1963: 43,mammal; single; deer;,16,complete,funerary,,,head,7,5,218,qatar_item,combs,"/img/derivatives/iiif/images/219/full/250,/0/default.jpg","/img/derivatives/iiif/images/219/full/1140,/0/default.jpg",/img/derivatives/iiif/219/manifest.json
220,Rochester Junction,Rochester Junction,1670-1687,RMSC 87.00.25.1,bone,$35. comb fragment. He has $ teeth left. It comes from the Seneca Rochester Junction site dating from 1670 to 1690 A.D. (RMSC 87.00.25.1,none;,8,fragment,unk,,,,,,219,qatar_item,combs,"/img/derivatives/iiif/images/220/full/250,/0/default.jpg","/img/derivatives/iiif/images/220/full/1140,/0/default.jpg",/img/derivatives/iiif/220/manifest.json
221,Rochester Junction,Rochester Junction,1670-1687,RMSC 1176/29,wood,363. Three fragments of wooden comb. It comes from the Seneca Rochester Junction site dating from 1670 to 1690 AD. J.-C. (RMSC 1176/29,none;,,fragment,unk,,,,,,220,qatar_item,combs,"/img/derivatives/iiif/images/221/full/250,/0/default.jpg","/img/derivatives/iiif/images/221/full/1140,/0/default.jpg",/img/derivatives/iiif/221/manifest.json
222,Rochester Junction,Rochester Junction,1670-1687,RMSC 246/29,bone,366. fragment of comb in andouiller. He has 13 teeth. Its base is decorated with chevron patterns framed by horizontal lines. It has a width of 5.1 cm. It comes from the Seneca Rochester Junction site dating from 1670 to 1687 AD. J.-C. (RMSC 246/29,none;,13,fragment,unk,,,,,5.1,221,qatar_item,combs,"/img/derivatives/iiif/images/222/full/250,/0/default.jpg","/img/derivatives/iiif/images/222/full/1140,/0/default.jpg",/img/derivatives/iiif/222/manifest.json
223,Rochester Junction,Rochester Junction,1670-1687,RMSC 592/29,bone,371. Comb effigy (bear) fragment from the Seneca Rochester Junction site from 1670-190 A.D. (RMSC 592/29,mammal; bear; single;,,fragment,unk,,,,,,222,qatar_item,combs,"/img/derivatives/iiif/images/223/full/250,/0/default.jpg","/img/derivatives/iiif/images/223/full/1140,/0/default.jpg",/img/derivatives/iiif/223/manifest.json
224,Rochester Junction,Rochester Junction,1670-1687,RMSC 187/29,bone,372. Comb fragment. It comes from the Seneca Rochester Junction site dating from 1670 to 1690 AD. J.-C. (RMSC 187/29,none;,,fragment,unk,,,,,,223,qatar_item,combs,"/img/derivatives/iiif/images/224/full/250,/0/default.jpg","/img/derivatives/iiif/images/224/full/1140,/0/default.jpg",/img/derivatives/iiif/224/manifest.json
225,Rochester Junction,Rochester Junction,1670-1687,RMSC 752/29,bone,373. comb fragment. It comes from the seneca Rochester Jimction site dating from 1670 to 1690 AD. J.-C. (RMSC 752/29,none;,,fragment,unk,,,,,,224,qatar_item,combs,"/img/derivatives/iiif/images/225/full/250,/0/default.jpg","/img/derivatives/iiif/images/225/full/1140,/0/default.jpg",/img/derivatives/iiif/225/manifest.json
226,Rochester Junction,Rochester Junction,1670-1687,RMSC 162/29,bone,374. Comb fragment. It comes from the Seneca Rochester Junction site dating from 1670 to 1690 AD. J.-C. (RMSC 162/29,none;,,fragment,unk,,,,,,225,qatar_item,combs,"/img/derivatives/iiif/images/226/full/250,/0/default.jpg","/img/derivatives/iiif/images/226/full/1140,/0/default.jpg",/img/derivatives/iiif/226/manifest.json
227,Rochester Junction,Rochester Junction,1670-1687,RMSC 103/29,bone,381. Flared comb blank. It has a maximum width of 6.2 cm and a length of 7.4 m. It comes from the seneca site Rochester Junction 1670-1690 AD. J.-C. (RMSC 103/29,none;,,blank,unk,,,,6.2,7.4,226,qatar_item,combs,"/img/derivatives/iiif/images/227/full/250,/0/default.jpg","/img/derivatives/iiif/images/227/full/1140,/0/default.jpg",/img/derivatives/iiif/227/manifest.json
228,Rochester Junction,Rochester Junction,1670-1687,RMSC 87.00.29.11,bone,$40. Four fragments of comb with double dentition. Its teeth are thinner on one side than on the other. It has a perforation at one end It comes from the seneca Site Rochester Junction dated 1670-1690 AD. J.-C. (RMSC 87.00.29.11,none;,,fragment,unk,,,,,,227,qatar_item,combs,"/img/derivatives/iiif/images/228/full/250,/0/default.jpg","/img/derivatives/iiif/images/228/full/1140,/0/default.jpg",/img/derivatives/iiif/228/manifest.json
229,Rochester Junction,Rochester Junction,1670-1687,RMSC 87.00.31.1,bone,445. Fragment the base and teeth of a comb. It comes from the Seneca Rochester Junction site dating from 1670 to 1690 A.D. 3.C. (RMSC 87.00.31.1,none;,,fragment,unk,,,,,,228,qatar_item,combs,"/img/derivatives/iiif/images/229/full/250,/0/default.jpg","/img/derivatives/iiif/images/229/full/1140,/0/default.jpg",/img/derivatives/iiif/229/manifest.json
230,Rochester Junction,Rochester Junction,1670-1687,RMSC 87.00.34.1,bone,446. Fragment the base and teeth of a comb. It comes from the Seneca Rochester Junction site dating from 1670 to 1690 AD. J.-C. (RMSC 87.00.34.1,none;,,fragment,unk,,,,,,229,qatar_item,combs,"/img/derivatives/iiif/images/230/full/250,/0/default.jpg","/img/derivatives/iiif/images/230/full/1140,/0/default.jpg",/img/derivatives/iiif/230/manifest.json
231,Snyder-McClure,Snyder-McClure,1687-1715,RMSC AH 18588,bone,175. Incomplete comb. It measures about 6.9cm in length and width. Its handle is flared and decorated with concentric incised lines following the contour of the handle. It comes from the seneca Snyder-McClure site dating from 1690-1710 AD (RMSC AH. $1855,none;,,incomplete,unk,,,,6.9,6.9,230,qatar_item,combs,"/img/derivatives/iiif/images/231/full/250,/0/default.jpg","/img/derivatives/iiif/images/231/full/1140,/0/default.jpg",/img/derivatives/iiif/231/manifest.json
232,Snyder-McClure,Snyder-McClure,1687-1715,RMSC AR 18550,bone,209. Full comb. It has 14 teeth which form 37% of its total length. Its rectangular handle has a projection that resembles a handle surmounted by three semicircles It measures 10.8 cm in length and 6.9 cm in width including the handle. It comes from the seneca site Snyder-McClure 1710-1740 AD. J.-C. (RMSC AR 18550,none;,14,complete,unk,,,,10.8,6.9,231,qatar_item,combs,"/img/derivatives/iiif/images/232/full/250,/0/default.jpg","/img/derivatives/iiif/images/232/full/1140,/0/default.jpg",/img/derivatives/iiif/232/manifest.json
233,Snyder-McClure,Snyder-McClure,1687-1715,RMSC AR 18552,bone,236. Incomplete comb whose carved handle depicts two Europeans sitting in a canoe following each other and not quite symmetrical in an arch. The canoe is represented by incisions in the base of the xxxii handle. It has 13 teeth forming 39% of its total length. It measures 10.1 cm in length and 5.3 cm in width. This comb comes from the seneca Snyder-McClure site dating from 1710-1740 AD. J.-C. (RMSC AR 18552,human; dual; european; canoe; arbor;,13,incomplete,unk,,,,10.1,5.3,232,qatar_item,combs,"/img/derivatives/iiif/images/233/full/250,/0/default.jpg","/img/derivatives/iiif/images/233/full/1140,/0/default.jpg",/img/derivatives/iiif/233/manifest.json
234,Snyder-McClure,Snyder-McClure,1687-1715,RMSC AS 18556,bone,288. Incomplete and badly damaged comb. The handle was carved with two mirrored birds the head inverted It has 11 teeth left. It is about 7.8 cm long and 4.4 cm wide. Its teeth form 39% of its total length. It comes from the Snyder McCture site a Seneca site dating from 17 10-1740 AD. J.-C. (RMSC AR 18556,bird; dual; symmetrical;,11,incomplete,unk,,,,7.8,4.4,233,qatar_item,combs,"/img/derivatives/iiif/images/234/full/250,/0/default.jpg","/img/derivatives/iiif/images/234/full/1140,/0/default.jpg",/img/derivatives/iiif/234/manifest.json
235,Snyder-McClure,Snyder-McClure,1687-1715,RMSC AR 18557,bone,324. Incomplete comb whose carved handle depicts a snake in an arch placed horizontally. The base of the comb is incised with eight horizontal lines grouped by two. The arch is also decorated with incisions. It had more than 9 teeth accounting for 44% of its total height. It has a length of 8.8 cm and a residual width of 4.2 cm. This comb comes from the seneca site Snyder McClure dating from 17 10- 1740 AD. J.-C. (RMSC AR 18557,single; snake; arbor;,9,incomplete,unk,,,,8.8,4.2,234,qatar_item,combs,"/img/derivatives/iiif/images/235/full/250,/0/default.jpg","/img/derivatives/iiif/images/235/full/1140,/0/default.jpg",/img/derivatives/iiif/235/manifest.json
236,Snyder-McClure,Snyder-McClure,1687-1715,RMSC 6026/132,bone,325. Complete comb whose carved handle depicts a snake in an arch placed vertically. It has 11 teeth that form 29% of its total length. It is 12.9 cm long and 4 cm wide. This comb comes from the seneca site Snyder McClure dating from 1710-1740 AD. J.-C. (RMSC 6026/132,single; snake; arbor;,11,complete,unk,,,,12.9,4,235,qatar_item,combs,"/img/derivatives/iiif/images/236/full/250,/0/default.jpg","/img/derivatives/iiif/images/236/full/1140,/0/default.jpg",/img/derivatives/iiif/236/manifest.json
237,Huntoon,Huntoon,1710-1742,RMSC 18/159,bone,343. Full comb. Are handle is carved with the effigy of an indeterminate animal in profile. There are spots of red on this comb similar to paint. There is a depression in the center of the base of the comb as if we had wanted to puncture it. It has 15 teeth and the two outer teeth are wavy. These make up 48% of the total length of the comb. It has a length of 6.7 cm and a width of 4.4 cm. This comb comes from the Seneca Huntoon site dated to 17 10-1745 AD. J.-C. (RMSC 18/159,mammal; single;,15,complete,unk,,,,6.7,4.4,236,qatar_item,combs,"/img/derivatives/iiif/images/237/full/250,/0/default.jpg","/img/derivatives/iiif/images/237/full/1140,/0/default.jpg",/img/derivatives/iiif/237/manifest.json
238,Huntoon,Huntoon,1710-1742,NYSM 49464,wood,368. Three fragments of wooden comb. It comes from the Seneca Huntoon site dating from 1710 to 1745 AD. J.-C. (NYSM 49464,none;,,fragment,unk,,,,,,237,qatar_item,combs,"/img/derivatives/iiif/images/238/full/250,/0/default.jpg","/img/derivatives/iiif/images/238/full/1140,/0/default.jpg",/img/derivatives/iiif/238/manifest.json
239,Huntoon,Huntoon,1710-1742,RMSC 87/159,bone,412. Two fragments of double dentition comb. Its teeth are thinner on one side than on the other. It comes from the Seneca Kuntoon site dated 1710-1745 AD. J.-C. (RMSC $7/159,none;,,fragment,unk,,,,,,238,qatar_item,combs,"/img/derivatives/iiif/images/239/full/250,/0/default.jpg","/img/derivatives/iiif/images/239/full/1140,/0/default.jpg",/img/derivatives/iiif/239/manifest.json
240,Townley-Read,Townley-Read,1715-1754,RMSC 6317/160,bone,237. Incomplete comb in andouiller. On its handle we find a human figurine in an ark. He had 10 teeth that make up 31% of his total height. It has a length of 10.9 cm and a width of 4.9 cm. It comes from the seneca site of Townley Read dating from 1655-1675 AD. J.-C. (RMSC 6317/160,human; single; arbor;,10,incomplete,unk,,,,10.9,4.9,239,qatar_item,combs,"/img/derivatives/iiif/images/240/full/250,/0/default.jpg","/img/derivatives/iiif/images/240/full/1140,/0/default.jpg",/img/derivatives/iiif/240/manifest.json
241,Townley-Read,Townley-Read,1715-1754,RMSC 6285/160,bone,283. Incomplete comb in andouiller. Its handle is carved to form two swans facing each other with the head inverted. Their eyes are represented by punctuations and there are chevron-shaped incisions on the bodies of animals. The base is also incised. This comb probably had more than 12 teeth all broken. 11 has a residual length of 7.2 cm with a residual width of 4.1 cm. It comes from the seneca site of Townley Road dating from 1655-1675 AD. J.-C. (RMSC 6285/160,bird; dual; symmetrical;,12,incomplete,unk,,,,7.2,4.1,240,qatar_item,combs,"/img/derivatives/iiif/images/241/full/250,/0/default.jpg","/img/derivatives/iiif/images/241/full/1140,/0/default.jpg",/img/derivatives/iiif/241/manifest.json
242,Townley-Read,Townley-Read,1715-1754,RMSC 633 1/160,bone,359. Three fragments of andouiller comb from the Seneca Townley Read site dating from 1655 to 1675 AD. J.-C. (RMSC 633 1/160,none;,,fragment,unk,,,,,,241,qatar_item,combs,"/img/derivatives/iiif/images/242/full/250,/0/default.jpg","/img/derivatives/iiif/images/242/full/1140,/0/default.jpg",/img/derivatives/iiif/242/manifest.json
243,Townley-Read,Townley-Read,1715-1754,RMSC 66102/1 60,bone,447. fragment of the teeth of a comb. It comes from the Seneca Townley Read site dating from 1655 to 1675 AD.C. (RMSC 6102/1 60,none;,,fragment,unk,,,,,,242,qatar_item,combs,"/img/derivatives/iiif/images/243/full/250,/0/default.jpg","/img/derivatives/iiif/images/243/full/1140,/0/default.jpg",/img/derivatives/iiif/243/manifest.json
244,Fall Brook,Fall Brook,1742-1775,RMSC 12080/w,bone,207. Complete comb in andouiller It has 10 teeth that form 46% of the comb. Its rectangular handle is not decorated. It has a perforation at the top center It measures 6 cm in length and 3.3 cm in width. It comes from a burial at the seneca fail Brook site (date unknown). (RMSC 12080/w,none;,10,complete,funerary,,,,6,3.3,243,qatar_item,combs,"/img/derivatives/iiif/images/244/full/250,/0/default.jpg","/img/derivatives/iiif/images/244/full/1140,/0/default.jpg",/img/derivatives/iiif/244/manifest.json
245,Fall Brook,Fall Brook,1742-1775,RMSC 607 1/147,wood,211. Wooden comb incomplete. Rectangular handle carved with a semicircle in its center. 13 teeth are still visible forming 50% of the length of the comb. It measures 10.3 cm in length and 5.1 cm in width. It comes from a burial at the Seneca FaIt Brook site (date unknown). (RMSC 607 1/147,semicircle;,13,incomplete,funerary,,,,10.3,5.1,244,qatar_item,combs,"/img/derivatives/iiif/images/245/full/250,/0/default.jpg","/img/derivatives/iiif/images/245/full/1140,/0/default.jpg",/img/derivatives/iiif/245/manifest.json
246,Fall Brook,Fall Brook,1742-1775,RMSC 36/147,bone,310. Comb in andouiller incomplete. The tip of most of his 17 teeth are broken. The handle probably unfinished is carved with two animals probably bears facing each other separated by a stud. The comb is stained with red perhaps iron residue. It is about 12.9 cm long and 5.7 cm wide. Its teeth form 37% of its total length. This comb comes from a burial (#6) at the FalI Brook site an undated post-Contact seneca site. (RMSC 36/147,mammal; dual; bear; column; symmetrical;,17,incomplete,funerary,,,,12.9,5.7,245,qatar_item,combs,"/img/derivatives/iiif/images/246/full/250,/0/default.jpg","/img/derivatives/iiif/images/246/full/1140,/0/default.jpg",/img/derivatives/iiif/246/manifest.json
247,Fall Brook,Fall Brook,1742-1775,RMSC 3441w,wood,360. Four wooden comb fragments from the Seneca Fall Brook site from the Contact period. (RMSC 3441w,none;,,fragment,unk,,,,,,246,qatar_item,combs,"/img/derivatives/iiif/images/247/full/250,/0/default.jpg","/img/derivatives/iiif/images/247/full/1140,/0/default.jpg",/img/derivatives/iiif/247/manifest.json
248,Fall Brook,Fall Brook,1742-1775,RMSC 340/w,bone,411. Incomplete double dentition comb in bone. It has a length of 4.1 cm and a width of 7.4 cm. It is stained with red. It comes from the Seneca FalI Brook site dating from the Contact period. (RMSC 340/w,none;,,incomplete,unk,,,,4.1,7.4,247,qatar_item,combs,"/img/derivatives/iiif/images/248/full/250,/0/default.jpg","/img/derivatives/iiif/images/248/full/1140,/0/default.jpg",/img/derivatives/iiif/248/manifest.json
249,Fall Brook,Fall Brook,1742-1775,RMSC 2961w,bone,444. comb fragment. It comes from the seneca fail Brook site dating from the Contact period (RMSC 2961w,none;,,fragment,unk,,,,,,248,qatar_item,combs,"/img/derivatives/iiif/images/249/full/250,/0/default.jpg","/img/derivatives/iiif/images/249/full/1140,/0/default.jpg",/img/derivatives/iiif/249/manifest.json
250,Honeoye,Honeoye,1742-1779,,bone,137. Almost complete comb. The handle is carved and depicts two wolves facing each other with a snake head in their mouths. The base of the comb is decorated with a line of punctuations. It has a length of xxiv 25.5 cm and an approximate width of 5cm. It has 15 teeth that make up 17% of its total height. This comb comes from the seneca site of Honeoye fails dated to 1655-1675 AD (Beauchamp 1902 287 pI. 3$,mammals; wolf; dual; snake; single;,15,complete,unk,,,,25.5,5,249,qatar_item,combs,"/img/derivatives/iiif/images/250/full/250,/0/default.jpg","/img/derivatives/iiif/images/250/full/1140,/0/default.jpg",/img/derivatives/iiif/250/manifest.json
251,Honeoye,Honeoye,1742-1779,RMSC 6065/118,bone,$20. Almost complete comb in andouiller. It has 20 teeth (2 broken) that form 55% of the total length of the comb. Its rectangular handle is perforated with 21 holes around the perimeter and in the center. We find on the comb spots of red color (paint?). It measures 7.5 cm in length and 7.2 cm in width. It comes from a burial of the seneca Honeoye site dating from 1655-1675 AD. J.-C. (RMSC 6065/118,none;,20,complete,funerary,,,,7.5,7.2,250,qatar_item,combs,"/img/derivatives/iiif/images/251/full/250,/0/default.jpg","/img/derivatives/iiif/images/251/full/1140,/0/default.jpg",/img/derivatives/iiif/251/manifest.json
